Index,Title,Artist,Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity
1157,AnotherOneBitesTheDustRemastered,Queen,glam rock,1980,110,53,93,-6,16,76,215,11,16,74
1158,BackInBlack,AC/DC,album rock,1980,188,70,31,-6,8,76,255,1,5,83
1159,RomeoandJuliet,Dire Straits,album rock,1980,87,57,60,-8,8,49,361,44,3,54
1160,RedemptionSong,Bob Marley & The Wailers,reggae,1980,116,26,67,-11,7,69,234,61,4,71
1161,YouShookMeAllNightLong,AC/DC,album rock,1980,127,77,53,-6,39,76,210,0,6,78
1162,CrazyLittleThingCalledLoveRemastered,Queen,glam rock,1980,77,76,60,-7,35,72,163,71,4,66
1163,LayAllYourLoveOnMe,ABBA,europop,1980,133,72,68,-8,37,77,274,11,3,48
1164,LongBlondAnimal,Golden Earring,album rock,1980,169,70,44,-8,28,78,217,1,4,39
1165,Think,The Blues Brothers,blues,1980,129,84,65,-6,24,71,195,50,19,56
1166,OnceinaLifetimeRemaster,Talking Heads,alternative rock,1980,117,92,64,-6,62,87,260,18,6,69
1167,TheTurnofaFriendlyCard,The Alan Parsons Project,album rock,1980,151,32,38,-15,8,41,966,52,4,32
1168,SoLong,Fischer-Z,dutch rock,1980,127,38,56,-15,5,89,303,1,4,49
1169,TunnelofLoveIntroTheCarouselWaltz,Dire Straits,album rock,1980,137,69,49,-11,28,56,489,25,4,43
1170,HappyNewYear,ABBA,europop,1980,133,38,51,-9,12,26,264,82,3,50
1171,AshestoAshesRemaster,David Bowie,album rock,1980,120,74,71,-11,26,87,266,27,5,62
1172,FotoVanVroeger,Rob De Nijs,dutch pop,1980,178,29,30,-16,29,14,280,67,5,31
1173,CouldYouBeLoved,Bob Marley & The Wailers,reggae,1980,103,72,92,-9,10,76,237,36,10,77
1174,to,Dolly Parton,classic country pop,1980,105,78,55,-6,63,81,162,42,5,76
1175,EverybodyNeedsSomebodytoLove,The Blues Brothers,blues,1980,194,93,49,-4,37,92,203,61,7,63
1176,SuperTrouper,ABBA,europop,1980,118,63,76,-8,17,96,255,46,3,60
1177,SaveMeRemastered,Queen,glam rock,1980,82,45,51,-7,13,33,230,36,3,51
1178,KeeponLovingYou,REO Speedwagon,album rock,1980,175,72,31,-6,12,41,200,5,3,71
1179,WomaninLove,Barbra Streisand,adult standards,1980,170,28,47,-16,13,33,232,25,3,68
1180,TheSpiritOfRadio,Rush,album rock,1980,136,92,37,-7,42,63,296,1,5,63
1181,BaggyTrousers,Madness,dance rock,1980,145,89,64,-5,34,94,167,14,4,33
1182,HungryHeart,Bruce Springsteen,classic rock,1980,110,89,64,-7,16,97,199,9,3,69
1183,GuiltyfeatBarryGibb,Barbra Streisand,adult standards,1980,151,43,63,-16,11,95,264,23,4,67
1184,Biko,Peter Gabriel,album rock,1980,179,36,53,-11,24,17,452,28,4,36
1185,FoodForThought,UB40,reggae fusion,1980,131,53,87,-13,20,96,250,1,8,50
1186,LateintheEvening,Paul Simon,classic rock,1980,119,88,72,-9,9,96,243,20,4,58
1187,EnolaGayRemastered,Orchestral Manoeuvres In The Dark,art rock,1980,143,76,56,-7,8,93,214,0,3,65
1188,MasterBlasterJammin,Stevie Wonder,adult standards,1980,131,42,88,-15,18,97,308,4,5,61
1189,DontStandSoCloseToMe,The Police,album rock,1980,140,51,80,-9,4,52,243,5,6,67
1190,WishYouWereHere,Pink Floyd,album rock,1981,121,32,50,-14,38,28,321,72,5,47
1191,InTheAirTonightRemastered,Phil Collins,mellow gold,1981,190,24,45,-14,7,30,336,55,3,77
1192,DontStopBelievin,Journey,album rock,1981,119,75,50,-9,45,51,251,13,4,80
1193,TheDayBeforeYouCame,ABBA,europop,1981,108,39,80,-15,5,74,349,5,4,51
1194,GoldenBrown,The Stranglers,art rock,1981,94,38,56,-15,14,60,207,14,3,67
1195,EveryLittleThingSheDoesIsMagic,The Police,album rock,1981,82,77,56,-10,12,43,261,12,3,73
1196,StartMeUpRemastered,The Rolling Stones,album rock,1981,122,93,63,-4,9,97,213,4,4,76
1197,OneOfUs,ABBA,europop,1981,82,40,65,-15,7,86,237,48,4,59
1198,WaitingOnAFriendRemastered,The Rolling Stones,album rock,1981,117,79,61,-6,57,91,274,16,3,58
1199,TaintedLove,Soft Cell,dance rock,1981,145,51,52,-8,29,65,154,48,4,53
1200,Memory,Barbra Streisand,adult standards,1981,76,24,18,-15,11,12,235,42,4,56
1201,EverytimeIThinkofYouRemaster,The Babys,album rock,1981,121,73,40,-6,20,49,243,32,4,35
1202,DontYouWantMe,The Human League,art rock,1981,118,74,73,-8,21,96,237,18,4,74
1203,IllFindMyWayHomeRemastered,Jon & Vangelis,album rock,1981,172,60,53,-10,7,71,271,31,3,43
1204,JeLoogTegenMij,Drukwerk,dutch rock,1981,79,35,62,-14,9,66,206,46,3,46
1205,Africa,TOTO,album rock,1982,93,37,67,-18,5,73,296,26,3,84
1206,TelegraphRoad,Dire Straits,album rock,1982,125,59,38,-10,27,28,859,2,3,41
1207,UnderPressureRemastered,Queen,glam rock,1982,114,71,67,-8,10,47,248,42,5,72
1208,OldandWise,The Alan Parsons Project,album rock,1982,112,32,38,-12,12,12,295,73,3,58
1209,PrivateInvestigations,Dire Straits,album rock,1982,84,10,55,-20,8,7,407,70,3,38
1210,BillieJean,Michael Jackson,pop,1982,117,65,92,-3,4,85,294,2,4,81
1211,RuntotheHillsRemaster,Iron Maiden,album rock,1982,174,94,25,-5,16,46,234,3,7,60
1212,TwilightZone,Golden Earring,album rock,1982,119,76,66,-7,9,54,478,1,4,47
1213,EyeInTheSky,The Alan Parsons Project,album rock,1982,112,42,82,-13,8,52,276,56,3,67
1214,Rosanna,TOTO,album rock,1982,78,51,38,-13,21,74,331,2,4,70
1215,IsSheReallyGoingOutWithHimLive,Joe Jackson,album rock,1982,111,42,56,-8,41,45,269,91,7,35
1216,BloedendHart,De Dijk,dutch indie,1982,115,60,62,-8,12,58,228,14,4,24
1217,BelgieIsErLevenOpPluto,Het Goede Doel,dutch pop,1982,141,66,58,-14,7,66,361,1,4,52
1218,#VALUE!,Prince,funk,1982,119,73,87,-8,8,63,379,14,8,68
1219,IslandsIntheStream,Dolly Parton,classic country pop,1982,204,41,62,-12,9,74,252,68,4,65
1220,RealMen,Joe Jackson,album rock,1982,114,19,69,-19,17,32,245,67,3,31
1221,ComeOnEileen,Dexys Midnight Runners,bow pop,1982,107,66,45,-7,26,78,287,66,5,68
1222,Kristallnaach,BAP,german pop,1982,159,57,35,-14,6,44,299,49,12,47
1223,StateofIndependence,Donna Summer,dance pop,1982,170,70,75,-9,6,87,351,18,14,42
1224,YouCantHurryLoveRemaster,Phil Collins,mellow gold,1982,98,94,62,-5,7,76,176,3,3,76
1225,BurningHeart,Vandenberg,dutch rock,1982,125,55,44,-10,18,49,251,13,4,43
1226,AlwaysOnMyMind,Willie Nelson,classic country pop,1982,73,26,52,-14,14,20,213,76,3,63
1227,SexualHealing,Marvin Gaye,classic soul,1982,94,60,81,-10,6,75,239,12,6,71
1228,Vriendschap,Het Goede Doel,dutch pop,1982,170,35,56,-14,20,72,247,43,3,46
1229,HumanNature,Michael Jackson,pop,1982,93,51,62,-10,26,69,246,54,3,65
1230,SaveaPrayerRemaster,Duran Duran,dance rock,1982,114,71,57,-9,16,67,333,35,3,62
1231,ShouldIStayorShouldIGoRemastered,The Clash,classic rock,1982,113,83,74,-6,38,82,189,8,12,79
1232,PYTPrettyYoungThing,Michael Jackson,pop,1982,127,82,89,-5,13,96,239,23,4,71
1233,WannaBeStartinSomethin,Michael Jackson,pop,1982,122,92,85,-4,6,90,362,2,4,64
1234,ItsRainingAgain,Supertramp,album rock,1982,121,67,60,-7,26,56,264,62,3,60
1235,SteppinOut,Joe Jackson,album rock,1982,159,54,58,-8,8,55,259,5,3,48
1236,ASlowSong,Joe Jackson,album rock,1982,176,26,31,-19,7,19,423,15,3,22
1237,SundayBloodySundayRemastered,U2,irish rock,1983,101,94,54,-7,4,74,279,40,5,72
1238,EveryBreathYouTake,The Police,album rock,1983,117,45,82,-10,7,74,254,54,3,84
1239,MamaRemaster,Genesis,album rock,1983,83,88,56,-9,38,67,408,38,6,45
1240,Luftballons,Nena,german pop,1983,95,56,57,-7,11,50,232,10,5,73
1241,SweetDreamsAreMadeofThisRemastered,Eurythmics,dance pop,1983,125,71,69,-7,12,88,217,23,3,81
1242,ImStillStanding,Elton John,glam rock,1983,177,90,50,-7,14,77,183,36,18,79
1243,LetsDanceRemaster,David Bowie,album rock,1983,115,74,65,-7,15,63,458,1,6,71
1244,ChinaGirlRemaster,David Bowie,album rock,1983,134,63,65,-10,11,87,257,2,3,57
1245,OwnerofaLonelyHeart,Yes,album rock,1983,125,80,74,-6,26,89,269,18,4,70
1246,WaterfrontRemaster,Simple Minds,art rock,1983,120,79,54,-6,17,48,290,0,3,54
1247,OurHouse,Madness,dance rock,1983,122,65,60,-11,13,71,201,3,6,58
1248,JustCantGetEnoughLiveinHammersmithRemaster,Depeche Mode,dance rock,1983,127,96,65,-11,64,94,335,4,5,45
1249,MessageToMyGirl,Split Enz,australian alternative rock,1983,105,40,61,-15,5,71,244,10,3,33
1250,Hello,Lionel Richie,adult standards,1983,61,25,49,-14,10,6,251,41,4,59
1251,PrideandJoy,Stevie Ray Vaughan,album rock,1983,127,63,43,-12,11,74,220,3,4,65
1252,UptownGirl,Billy Joel,album rock,1983,129,94,70,-3,60,79,198,7,5,77
1253,IHeardItThroughTheGrapevine,Marvin Gaye,classic soul,1983,117,35,72,-11,11,64,197,20,4,71
1254,Nescio,Nits,dutch indie,1983,127,52,55,-13,11,60,287,34,3,40
1255,UncertainSmile,The The,art rock,1983,143,76,60,-12,10,84,409,6,5,48
1256,HomebytheSeaRemaster,Genesis,album rock,1983,129,72,60,-8,8,56,308,50,4,43
1257,ThemefromHarrysGame,Clannad,celtic,1983,132,7,19,-24,11,4,148,95,4,38
1258,Nurgetrumt,Nena,german pop,1983,177,80,54,-9,8,89,220,7,3,56
1259,GloriaLive,U2,irish rock,1983,147,95,26,-6,99,61,287,0,10,39
1260,HereComestheRainAgainRemasteredVersion,Eurythmics,dance pop,1983,126,76,65,-8,23,61,295,1,3,62
1261,GirlsJustWanttoHaveFun,Cyndi Lauper,dance pop,1983,120,80,71,-5,35,73,238,22,3,76
1262,ClubTropicana,Wham!,dance rock,1983,117,71,66,-9,65,81,266,3,5,66
1263,PapaCanYouHearMe,Barbra Streisand,adult standards,1983,90,14,27,-16,9,13,211,93,4,46
1264,KarmaChameleonRemastered,Culture Club,dance pop,1983,92,73,67,-7,19,89,253,23,4,72
1265,BuffaloSoldier,Bob Marley & The Wailers,reggae,1983,124,46,93,-9,6,76,256,14,31,73
1266,BeastofBurden,Bette Midler,adult standards,1983,105,79,58,-7,6,91,226,1,3,53
1267,PurpleRain,Prince,funk,1984,113,45,37,-10,69,19,521,4,3,75
1268,WhenTheLadySmiles,Golden Earring,album rock,1984,132,82,70,-7,35,83,340,44,3,53
1269,Hallelujah,Leonard Cohen,canadian folk,1984,171,34,28,-13,13,23,277,72,3,67
1270,SummerOf,Bryan Adams,album rock,1984,139,83,51,-6,7,77,216,2,4,81
1271,RadioGaGaMix,Queen,glam rock,1984,112,50,74,-8,19,66,348,18,4,66
1272,TheUnforgettableFireRemastered,U2,irish rock,1984,137,74,43,-9,10,23,294,0,3,46
1273,BadRemastered,U2,irish rock,1984,99,68,37,-9,9,34,368,1,3,41
1274,ImOnFire,Bruce Springsteen,classic rock,1984,89,45,62,-14,7,87,156,59,3,74
1275,PrideInTheNameOfLoveRemastered,U2,irish rock,1984,106,84,46,-7,78,71,228,0,3,59
1276,FadeToBlackRemastered,Metallica,alternative metal,1984,113,93,26,-7,11,28,417,0,11,62
1277,DancingIntheDark,Bruce Springsteen,classic rock,1984,149,94,53,-6,19,50,241,1,4,77
1278,ForeverYoung,Alphaville,dance rock,1984,137,48,49,-9,24,33,227,42,3,74
1279,WhenDovesCry,Prince,funk,1984,126,99,73,-5,44,84,353,1,5,70
1280,IWanttoKnowWhatLoveIsRemaster,Foreigner,album rock,1984,81,47,48,-10,13,42,305,19,3,77
1281,BornintheUSA,Bruce Springsteen,classic rock,1984,122,95,40,-6,10,58,279,0,6,75
1282,Vienna,Ultravox,art rock,1984,81,61,58,-10,11,46,278,16,6,53
1283,MyHometown,Bruce Springsteen,classic rock,1984,117,34,65,-12,7,39,280,49,4,58
1284,SlipperyPeopleLive,Talking Heads,alternative rock,1984,111,85,64,-8,68,84,241,22,4,54
1285,ThePowerOfLove,Frankie Goes To Hollywood,art rock,1984,123,16,46,-17,18,10,333,38,3,72
1286,TheBoysOfSummer,Don Henley,album rock,1984,177,55,52,-14,18,91,289,50,4,76
1287,PrivateDancerRemaster,Tina Turner,disco,1984,115,57,59,-10,9,47,434,36,4,59
1288,EasyLover,Philip Bailey,yacht rock,1984,129,92,74,-5,8,93,306,11,4,64
1289,BeMyNumberTwo,Joe Jackson,album rock,1984,110,31,40,-10,37,28,260,34,3,52
1290,TinseltownintheRain,The Blue Nile,art rock,1984,118,82,78,-7,8,91,358,6,3,55
1291,GloryDays,Bruce Springsteen,classic rock,1984,117,96,57,-5,12,98,255,5,3,67
1292,ItsMyLifeRemaster,Talk Talk,art rock,1984,126,80,63,-8,40,87,232,20,3,69
1293,Heaven,Bryan Adams,album rock,1984,140,59,38,-7,12,34,243,5,3,76
1294,SmalltownBoy,Bronski Beat,dance rock,1984,135,58,69,-11,12,94,302,29,3,71
1295,IWouldDieU,Prince,funk,1984,135,75,73,-10,20,64,179,9,3,60
1296,ThankGodItsChristmasRemaster,Queen,glam rock,1984,86,42,30,-9,23,33,262,22,3,72
1297,LetsGoCrazy,Prince,funk,1984,196,93,31,-6,11,38,280,2,13,62
1298,WakeMeupBeforeYouGoGo,Wham!,dance rock,1984,82,57,62,-12,6,90,231,27,4,79
1299,YoullNeverWalkAlone,Lee Towers,dutch pop,1984,79,27,34,-16,26,14,210,61,3,44
1300,RunToYou,Bryan Adams,album rock,1984,127,81,56,-6,29,64,233,1,3,65
1301,PerhapsLove,John Denver,adult standards,1984,81,25,39,-11,10,20,177,79,4,59
1302,DontAnswerMe,The Alan Parsons Project,album rock,1984,115,78,62,-9,22,63,252,7,3,57
1303,Nightporter,Japan,art pop,1984,110,8,52,-20,10,10,408,75,3,41
1304,BiginJapan,Alphaville,dance rock,1984,98,41,75,-15,34,24,286,7,4,66
1305,Relax,Frankie Goes To Hollywood,art rock,1984,115,70,68,-13,5,69,237,33,4,61
1306,TwoTribes,Frankie Goes To Hollywood,art rock,1984,130,62,54,-13,37,20,208,0,4,54
1307,DancingwithTearsinMyEyes,Ultravox,art rock,1984,144,91,59,-8,60,93,244,15,4,59
1308,ThatWasYesterday,Foreigner,album rock,1984,115,68,43,-7,21,51,229,5,3,54
1309,HowSoonIsNowRemaster,The Smiths,dance rock,1984,191,93,40,-7,9,73,408,0,6,70
1310,NoSurrender,Bruce Springsteen,classic rock,1984,154,95,35,-5,56,86,240,0,5,52
1311,BrothersinArms,Dire Straits,album rock,1985,79,44,22,-9,12,13,419,50,4,52
1312,Jeanny,Falco,austropop,1985,106,66,65,-10,19,45,356,45,5,58
1313,MoneyforNothing,Dire Straits,album rock,1985,134,66,67,-9,6,66,506,5,4,62
1314,KronenburgPark,Frank Boeijen Groep,dutch cabaret,1985,90,55,50,-13,10,45,244,45,3,53
1315,WalkofLife,Dire Straits,album rock,1985,172,94,46,-7,12,80,252,44,11,61
1316,TakeonMe,a-ha,dance rock,1985,84,90,57,-8,9,88,225,2,5,83
1317,GrootHart,De Dijk,dutch indie,1985,129,46,78,-14,22,66,195,46,4,26
1318,AliveAndKicking,Simple Minds,art rock,1985,103,91,57,-4,13,56,289,8,4,64
1319,HoldingBacktheYearsRemaster,Simply Red,british soul,1985,86,51,71,-9,10,52,270,58,3,68
1320,RunningUpThatHillADealWithGod,Kate Bush,art pop,1985,108,55,63,-13,6,20,299,72,6,67
1321,Cloudbusting,Kate Bush,art pop,1985,113,25,68,-17,8,81,310,70,3,60
1322,BinnenZonderKloppen,De Dijk,dutch indie,1985,117,47,73,-13,14,58,284,17,4,26
1323,Nikita,Elton John,glam rock,1985,87,66,63,-9,7,75,343,12,3,68
1324,EverybodyWantsToRuleTheWorld,Tears For Fears,art rock,1985,112,80,65,-12,10,54,251,35,5,80
1325,EyeoftheTiger,Survivor,album rock,1985,109,60,82,-9,9,55,246,13,3,76
1326,Russians,Sting,permanent wave,1985,116,28,44,-18,18,20,238,46,4,50
1327,DancingintheStreetRemaster,David Bowie,album rock,1985,131,82,60,-14,13,74,205,12,4,57
1328,RaspberryBeret,Prince,funk,1985,121,67,76,-13,7,91,215,21,4,69
1329,YourLatestTrick,Dire Straits,album rock,1985,123,41,70,-14,14,26,394,72,3,46
1330,RoadtoNowhere,Talking Heads,alternative rock,1985,110,71,66,-8,15,63,259,4,3,55
1331,WhyWorry,Dire Straits,album rock,1985,94,13,60,-21,11,11,511,93,3,44
1332,ClosetoMeRemastered,The Cure,dance rock,1985,185,52,73,-11,8,96,203,7,12,60
1333,SoFarAway,Dire Straits,album rock,1985,114,46,69,-12,6,70,312,25,3,50
1334,BrokenWings,Mr   Mister,album rock,1985,99,50,29,-14,11,44,344,13,4,60
1335,Shout,Tears For Fears,art rock,1985,98,94,51,-10,14,50,394,17,4,71
1336,Josephine,Chris Rea,art rock,1985,110,47,66,-16,5,66,238,2,3,57
1337,GreatestLoveofAll,Whitney Houston,dance pop,1985,131,31,50,-16,12,25,291,48,3,66
1338,InBetweenDaysRemaster,The Cure,dance rock,1985,143,83,54,-6,17,71,178,11,3,54
1339,IGotYouBabe,UB40,reggae fusion,1985,174,61,76,-13,11,86,189,8,7,65
1340,MoonOverBourbonStreet,Sting,permanent wave,1985,125,6,41,-22,10,18,240,67,4,51
1341,WeAreTheWorld,U  S  A   For Africa,electro,1985,73,45,53,-15,7,29,427,19,4,70
1342,OutInTheFields,Gary Moore,album rock,1985,180,95,44,-8,39,36,258,3,6,52
1343,HuntingHighandLow,a-ha,dance rock,1985,117,67,60,-8,11,30,224,4,3,37
1344,TakeMeHomeRemaster,Phil Collins,mellow gold,1985,119,81,62,-8,5,58,354,47,5,56
1345,MasterofPuppetsRemastered,Metallica,alternative metal,1986,105,83,54,-9,15,56,515,0,4,67
1346,AngelOfDeath,Slayer,alternative metal,1986,90,100,28,-4,15,10,291,0,16,57
1347,LivinOnAPrayer,Bon Jovi,glam metal,1986,123,89,53,-4,29,80,249,8,3,83
1348,Graceland,Paul Simon,classic rock,1986,118,71,73,-9,8,85,291,63,3,65
1349,DontGiveUpRemaster,Peter Gabriel,album rock,1986,161,26,54,-16,8,36,394,83,5,45
1350,SometimesItSnowsinApril,Prince,funk,1986,104,6,49,-24,10,6,409,83,4,53
1351,AKindOfMagicRemastered,Queen,glam rock,1986,130,78,67,-6,12,70,264,2,4,54
1352,TheFinalCountdown,Europe,album rock,1986,118,84,54,-7,6,19,310,6,6,75
1353,DeVerzoening,Frank Boeijen Groep,dutch cabaret,1986,101,31,61,-15,6,28,302,70,3,47
1354,IWantYou,Elvis Costello & The Attractions,art rock,1986,123,13,50,-18,36,21,401,35,8,51
1355,YouCanCallMeAl,Paul Simon,classic rock,1986,128,76,78,-8,8,82,280,18,5,75
1356,DontDreamItsOver,Crowded House,australian pop,1986,82,42,44,-17,7,55,237,1,4,72
1357,LandofConfusionRemaster,Genesis,album rock,1986,115,91,63,-7,23,81,287,4,4,56
1358,LifesWhatYouMakeItRemaster,Talk Talk,art rock,1986,92,80,53,-8,4,94,269,0,3,59
1359,ThereIsaLightThatNeverGoesOutRemaster,The Smiths,dance rock,1986,136,77,52,-6,14,88,245,4,3,73
1360,YouGiveLoveABadName,Bon Jovi,glam metal,1986,123,96,54,-3,34,81,223,7,5,80
1361,TheLadyInRed,Chris de Burgh,classic uk pop,1986,77,29,55,-17,4,49,256,33,3,74
1362,OneVisionRemastered,Queen,glam rock,1986,120,92,46,-7,34,33,311,4,26,49
1363,DiamondsontheSolesofHerShoes,Paul Simon,classic rock,1986,111,68,79,-10,22,88,349,78,4,63
1364,AbsoluteBeginnersRemaster,David Bowie,album rock,1986,114,77,56,-9,21,43,338,7,4,46
1365,FriendsWillBeFriendsRemastered,Queen,glam rock,1986,75,53,44,-8,34,35,247,4,3,50
1366,Kiss,Prince,funk,1986,111,27,90,-12,5,74,226,1,9,74
1367,InALifetime,Clannad,celtic,1986,134,38,44,-16,7,30,192,66,3,32
1368,WantedDeadOrAlive,Bon Jovi,glam metal,1986,150,80,25,-4,31,25,309,13,4,73
1369,TrueColors,Cyndi Lauper,dance pop,1986,172,14,39,-17,10,26,226,79,4,69
1370,BigmouthStrikesAgainRemaster,The Smiths,dance rock,1986,135,90,40,-5,54,84,193,7,4,67
1371,Anne,Herman van Veen,dutch pop,1986,115,8,67,-27,17,28,228,67,4,42
1372,YouCanLeaveYourHatOn,Joe Cocker,album rock,1986,174,54,65,-13,19,90,255,12,3,58
1373,LivinginAnotherWorldRemaster,Talk Talk,art rock,1986,111,86,56,-8,23,94,418,0,3,53
1374,FireLiveattheWinterlandSanFranciscoCADecember,Bruce Springsteen,classic rock,1986,120,32,43,-21,98,52,193,20,17,41
1375,SledgehammerRemaster,Peter Gabriel,album rock,1986,96,68,64,-8,4,47,312,4,4,57
1376,DontLeaveMeThisWaywithSarahJaneMorris,The Communards,dance rock,1986,132,93,64,-6,13,90,271,14,3,64
1377,TheWayItIs,Bruce Hornsby,album rock,1986,111,69,58,-12,14,53,298,61,3,66
1378,WalkThisWayfeatAerosmith,Run–D  M  C  ,east coast hip hop,1986,106,58,76,-13,6,94,310,1,5,68
1379,IllBeOverYou,TOTO,album rock,1986,82,28,52,-18,26,41,230,6,3,68
1380,WhyCantThisBeLove,Van Halen,album rock,1986,88,63,53,-13,8,75,228,6,5,65
1381,InYourEyesRemaster,Peter Gabriel,album rock,1986,89,65,62,-9,7,63,330,6,4,54
1382,FightForYourRight,Beastie Boys,alternative rock,1986,134,86,50,-6,8,42,209,1,7,68
1383,HomelesswithLadysmithBlackMambazo,Paul Simon,classic rock,1986,91,27,40,-16,26,29,228,88,7,49
1384,LivetoTell,Madonna,dance pop,1986,110,31,67,-14,11,27,353,41,3,56
1385,WestEndGirlsRemaster,Pet Shop Boys,art pop,1986,113,95,65,-7,29,61,286,1,4,68
1386,InvisibleTouchRemaster,Genesis,album rock,1986,131,88,66,-6,7,84,210,34,3,60
1387,OverDeMuur,Klein Orkest,dutch indie,1987,96,32,61,-15,14,29,209,63,5,55
1388,SweetChildOMine,Guns N   Roses,glam metal,1987,125,95,45,-5,11,62,356,9,5,73
1389,WithOrWithoutYouRemastered,U2,irish rock,1987,110,43,54,-12,14,11,296,0,3,80
1390,WhereTheStreetsHaveNoNameRemastered,U2,irish rock,1987,126,72,49,-10,16,29,338,1,4,66
1391,IStillHaventFoundWhatImLookingFor,U2,irish rock,1987,101,77,56,-9,9,66,277,1,4,76
1392,ParadiseCity,Guns N   Roses,glam metal,1987,100,98,27,-6,18,40,406,2,10,71
1393,Fragile,Sting,permanent wave,1987,82,20,32,-21,9,29,236,91,4,62
1394,EnglishmanInNewYork,Sting,permanent wave,1987,102,35,67,-18,9,65,267,40,4,71
1395,Troy,Sinéad O  Connor,folk,1987,116,31,32,-9,44,18,391,48,3,51
1396,WelcomeToTheJungle,Guns N   Roses,glam metal,1987,124,99,45,-4,27,32,273,2,9,72
1397,TougherThantheRest,Bruce Springsteen,classic rock,1987,99,51,60,-11,11,60,274,20,2,62
1398,SmoothCriminalRemaster,Michael Jackson,pop,1987,118,98,85,-4,31,60,258,25,8,76
1399,Patience,Guns N   Roses,glam metal,1987,120,30,46,-13,11,33,355,69,3,66
1400,EverywhereRemaster,Fleetwood Mac,album rock,1987,115,49,73,-11,9,73,227,26,3,78
1401,IWillFollowLive,U2,irish rock,1987,140,90,23,-7,96,49,239,0,6,42
1402,Alone,Heart,album rock,1987,175,45,42,-13,10,17,219,64,4,73
1403,SignOtheTimes,Prince,funk,1987,198,52,70,-7,8,55,303,1,10,54
1404,IntheDutchMountains,Nits,dutch indie,1987,85,50,42,-11,6,27,206,55,3,44
1405,NeverTearUsApart,INXS,australian rock,1987,97,69,67,-6,17,28,186,5,3,60
1406,HereIGoAgainRemaster,Whitesnake,album rock,1987,90,82,29,-7,16,24,275,1,4,65
1407,LiefdeVanLater,Herman van Veen,dutch pop,1987,121,8,50,-22,11,13,252,97,5,41
1408,UnchainMyHeart,Joe Cocker,album rock,1987,118,67,75,-13,32,70,304,2,4,62
1409,Nonjeneregretterien,Édith Piaf,chanson,1987,87,35,39,-7,17,44,142,86,3,64
1410,NeverGonnaGiveYouUp,Rick Astley,dance pop,1987,113,94,73,-12,15,92,213,14,4,66
1411,RunningToStandStill,U2,irish rock,1987,95,20,54,-19,33,23,257,86,3,55
1412,IWannaDancewithSomebodyWhoLovesMe,Whitney Houston,dance pop,1987,119,82,71,-9,9,87,291,21,5,81
1413,HaveALittleFaithInMe,John Hiatt,alternative country,1987,156,41,45,-11,12,32,245,74,3,51
1414,Suzanne,Herman van Veen,dutch pop,1987,129,16,63,-21,12,18,239,93,3,43
1415,TheWayYouMakeMeFeelRemaster,Michael Jackson,pop,1987,114,85,88,-5,14,54,298,5,15,72
1416,TheOneILoveRemastered,R  E  M  ,alternative rock,1987,128,84,49,-5,35,56,198,0,4,63
1417,BadRemaster,Michael Jackson,pop,1987,114,89,79,-4,7,39,247,0,4,68
1418,Apache,The Shadows,adult standards,1987,134,45,60,-13,10,78,174,1,3,53
1419,TheCross,Prince,funk,1987,99,64,44,-7,64,25,286,53,6,42
1420,Luka,Suzanne Vega,folk,1987,125,70,63,-11,12,80,232,19,3,45
1421,SevenWondersRemaster,Fleetwood Mac,album rock,1987,119,63,71,-10,10,63,222,3,3,63
1422,LessonsInLove,Level 42,art rock,1987,113,84,71,-8,30,86,246,16,4,62
1423,BrilliantDisguise,Bruce Springsteen,classic rock,1987,126,73,70,-12,3,95,255,15,3,57
1424,ItsaSinRemaster,Pet Shop Boys,art pop,1987,127,86,54,-6,25,29,299,25,4,66
1425,BulletTheBlueSky,U2,irish rock,1987,153,64,36,-10,13,45,272,1,4,55
1426,WonderfulLife,Black,dance rock,1987,106,52,72,-12,21,82,288,71,3,64
1427,ItsTheEndOfTheWorldAsWeKnowItAndIFeelFine,R  E  M  ,alternative rock,1987,206,89,38,-9,3,80,247,3,4,67
1428,IsThisLoveRemaster,Whitesnake,album rock,1987,180,76,26,-7,23,43,284,6,4,58
1429,LaatMijMaarAlleen,Klein Orkest,dutch indie,1987,153,74,45,-10,23,94,201,2,6,40
1430,YouWinAgain,Bee Gees,adult standards,1987,169,83,55,-11,22,91,241,9,3,63
1431,LiberianGirlRemasteredVersion,Michael Jackson,pop,1987,105,55,75,-7,13,45,233,46,10,59
1432,WinterinHamburg,Frank Boeijen Groep,dutch cabaret,1987,125,47,60,-14,11,53,318,70,3,37
1433,OneRemastered,Metallica,alternative metal,1988,103,69,44,-9,42,43,446,0,6,67
1434,FastCar,Tracy Chapman,folk,1988,104,29,71,-16,13,19,297,31,4,77
1435,Dreams,Fleetwood Mac,album rock,1988,120,34,82,-16,50,79,254,14,4,59
1436,Sara,Fleetwood Mac,album rock,1988,127,39,74,-17,9,59,382,38,3,56
1437,StopLovingYou,TOTO,album rock,1988,102,65,56,-13,6,60,269,23,3,63
1438,CanIPlaywithMadnessRemaster,Iron Maiden,album rock,1988,141,98,31,-3,26,63,211,9,10,42
1439,TonightWithDavidBowieLive,Tina Turner,disco,1988,102,72,59,-13,93,72,255,20,5,44
